timestamp,pieza,dificultad,puntaje_total,puntaje_maximo,notas_offset_ms,notas_resultado
2025-08-12T21:47:09.555Z,ode,practica,0,6100,"214.4|216.9|212.7|210.3|213.5|216.0|211.1|211.3|211.6|210.4|214.6|213.9|211.2|211.5|213.1|214.9|210.9|213.1|215.3|214.6|214.9|215.1|216.4|213.4|214.7|214.2|216.0|211.4|216.2|212.0|211.0|210.3|212.2|213.9|212.8|215.8|210.4|213.0|214.8|212.3|216.1|215.2|211.9|216.6|214.7|215.8|212.9|214.5|213.0|214.8|215.0|212.3|216.4|214.5|216.1|215.5|210.3|215.2|212.4|216.7|215.6","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
